post_id,user_id,place_id,name,latitude,longitude,level,NOM,geo
7452,518,858,"C. d'Arístides Maillol, 12, 08028 Barcelona, Spain",41.3809,2.12282,stadium,"la Maternitat i Sant Ramon
","41.3809,2.12282"
5792,54,19439,Aquàrium Barcelona,41.3768,2.18434,aquarium,"el Barri Gòtic
","41.3768,2.18434"
5793,54,19439,Aquàrium Barcelona,41.3768,2.18434,aquarium,"el Barri Gòtic
","41.3768,2.18434"
5794,54,19439,Aquàrium Barcelona,41.3768,2.18434,aquarium,"el Barri Gòtic
","41.3768,2.18434"
5795,54,19439,Aquàrium Barcelona,41.3768,2.18434,aquarium,"el Barri Gòtic
","41.3768,2.18434"
5796,54,19439,Aquàrium Barcelona,41.3768,2.18434,aquarium,"el Barri Gòtic
","41.3768,2.18434"
5797,54,19439,Aquàrium Barcelona,41.3768,2.18434,aquarium,"el Barri Gòtic
","41.3768,2.18434"
6266,54,19439,Aquàrium Barcelona,41.3768,2.18434,aquarium,"el Barri Gòtic
","41.3768,2.18434"
6267,54,19439,Aquàrium Barcelona,41.3768,2.18434,aquarium,"el Barri Gòtic
","41.3768,2.18434"
6268,54,19439,Aquàrium Barcelona,41.3768,2.18434,aquarium,"el Barri Gòtic
","41.3768,2.18434"
6269,54,19439,Aquàrium Barcelona,41.3768,2.18434,aquarium,"el Barri Gòtic
","41.3768,2.18434"
6270,54,19439,Aquàrium Barcelona,41.3768,2.18434,aquarium,"el Barri Gòtic
","41.3768,2.18434"
487,60,433,Barcelona,41.3874,2.16857,locality,"la Dreta de l'Eixample
","41.3874,2.16857"
488,60,433,Barcelona,41.3874,2.16857,locality,"la Dreta de l'Eixample
","41.3874,2.16857"
627,75,433,Barcelona,41.3874,2.16857,locality,"la Dreta de l'Eixample
","41.3874,2.16857"
3260,31,433,Barcelona,41.3874,2.16857,locality,"la Dreta de l'Eixample
","41.3874,2.16857"
4161,315,433,Barcelona,41.3874,2.16857,locality,"la Dreta de l'Eixample
","41.3874,2.16857"
4965,109,433,Barcelona,41.3874,2.16857,locality,"la Dreta de l'Eixample
","41.3874,2.16857"
5042,490,433,Barcelona,41.3874,2.16857,locality,"la Dreta de l'Eixample
","41.3874,2.16857"
5435,1137,433,Barcelona,41.3874,2.16857,locality,"la Dreta de l'Eixample
","41.3874,2.16857"
5730,377,433,Barcelona,41.3874,2.16857,locality,"la Dreta de l'Eixample
","41.3874,2.16857"
5787,644,433,Barcelona,41.3874,2.16857,locality,"la Dreta de l'Eixample
","41.3874,2.16857"
5788,644,433,Barcelona,41.3874,2.16857,locality,"la Dreta de l'Eixample
","41.3874,2.16857"
5789,644,433,Barcelona,41.3874,2.16857,locality,"la Dreta de l'Eixample
","41.3874,2.16857"
6505,1270,433,Barcelona,41.3874,2.16857,locality,"la Dreta de l'Eixample
","41.3874,2.16857"
7739,1211,433,Barcelona,41.3874,2.16857,locality,"la Dreta de l'Eixample
","41.3874,2.16857"
5039,490,17236,The Bunker,41.3897,2.174,night_club,"la Dreta de l'Eixample
","41.3897,2.174"
5040,490,17238,CDLC Barcelona (Carpe Diem),41.385,2.19627,night_club,la Barceloneta,"41.385,2.19627"
5041,490,17238,CDLC Barcelona (Carpe Diem),41.385,2.19627,night_club,la Barceloneta,"41.385,2.19627"
1666,59,5639,"Carrer de Tuset, 13, 08006 Barcelona, Spain",41.396,2.15163,night_club,"Sarrià, les Tres Torres i Vallvidrera


","41.396,2.15163"
2410,160,5639,"Carrer de Tuset, 13, 08006 Barcelona, Spain",41.396,2.15163,night_club,"Sarrià, les Tres Torres i Vallvidrera


","41.396,2.15163"
2411,160,5639,"Carrer de Tuset, 13, 08006 Barcelona, Spain",41.396,2.15163,night_club,"Sarrià, les Tres Torres i Vallvidrera


","41.396,2.15163"
2580,59,5639,"Carrer de Tuset, 13, 08006 Barcelona, Spain",41.396,2.15163,night_club,"Sarrià, les Tres Torres i Vallvidrera


","41.396,2.15163"
5046,490,17247,La Terrrazza,41.3688,2.14937,night_club,"el Poble Sec i Montjuïc

","41.3688,2.14937"
920,30,3336,"Pl. Reial, 17, 08002 Barcelona, Spain",41.3797,2.17522,night_club,"el Barri Gòtic
","41.3797,2.17522"
2664,160,8970,Opium Barcelona Restaurant and Club,41.3853,2.19678,night_club,la Barceloneta,"41.3853,2.19678"
2654,160,8951,Shôko,41.3855,2.19698,night_club,la Barceloneta,"41.3855,2.19698"
2655,160,8951,Shôko,41.3855,2.19698,night_club,la Barceloneta,"41.3855,2.19698"
2662,160,8951,Shôko,41.3855,2.19698,night_club,la Barceloneta,"41.3855,2.19698"
1665,59,5633,"Carrer de Ramon Trias Fargas, 2, 08005 Barcelona, Spain",41.3857,2.19706,night_club,la Barceloneta,"41.3857,2.19706"
1341,117,4773,"Milano Jazz Club, Ronda de la Universitat, Barcelona, Spain",41.3872,2.16768,night_club,"la Dreta de l'Eixample
","41.3872,2.16768"
7758,1211,25857,Sky Bar Hotel Iberostar,41.3878,2.16927,night_club,"la Dreta de l'Eixample
","41.3878,2.16927"
2857,33,9700,Sala Bikini Barcelona,41.3899,2.13678,night_club,"les Corts
","41.3899,2.13678"
6379,59,21715,La Biblio Barcelona,41.3955,2.15223,night_club,"Sarrià, les Tres Torres i Vallvidrera


","41.3955,2.15223"
748,59,2818,"Carrer de Tuset, 8, 08006 Barcelona, Spain",41.3955,2.15271,night_club,"Sarrià, les Tres Torres i Vallvidrera


","41.3955,2.15271"
1809,59,6090,"WOLF Barcelona, Carrer dels Almogàvers, Barcelona, Spain",41.3959,2.18859,night_club,"el Parc, la Llacuna i la Vila Olímpica

","41.3959,2.18859"
2262,160,7641,"Gatsby Barcelona, Carrer de Tuset, Barcelona, Spain",41.3962,2.15141,night_club,"Sarrià, les Tres Torres i Vallvidrera


","41.3962,2.15141"
2266,160,7641,"Gatsby Barcelona, Carrer de Tuset, Barcelona, Spain",41.3962,2.15141,night_club,"Sarrià, les Tres Torres i Vallvidrera


","41.3962,2.15141"
2267,160,7641,"Gatsby Barcelona, Carrer de Tuset, Barcelona, Spain",41.3962,2.15141,night_club,"Sarrià, les Tres Torres i Vallvidrera


","41.3962,2.15141"
2268,160,7641,"Gatsby Barcelona, Carrer de Tuset, Barcelona, Spain",41.3962,2.15141,night_club,"Sarrià, les Tres Torres i Vallvidrera


","41.3962,2.15141"
2652,160,7641,"Gatsby Barcelona, Carrer de Tuset, Barcelona, Spain",41.3962,2.15141,night_club,"Sarrià, les Tres Torres i Vallvidrera


","41.3962,2.15141"
2660,160,7641,"Gatsby Barcelona, Carrer de Tuset, Barcelona, Spain",41.3962,2.15141,night_club,"Sarrià, les Tres Torres i Vallvidrera


","41.3962,2.15141"
2661,160,7641,"Gatsby Barcelona, Carrer de Tuset, Barcelona, Spain",41.3962,2.15141,night_club,"Sarrià, les Tres Torres i Vallvidrera


","41.3962,2.15141"
2667,160,7641,"Gatsby Barcelona, Carrer de Tuset, Barcelona, Spain",41.3962,2.15141,night_club,"Sarrià, les Tres Torres i Vallvidrera


","41.3962,2.15141"
2668,160,7641,"Gatsby Barcelona, Carrer de Tuset, Barcelona, Spain",41.3962,2.15141,night_club,"Sarrià, les Tres Torres i Vallvidrera


","41.3962,2.15141"
2669,160,7641,"Gatsby Barcelona, Carrer de Tuset, Barcelona, Spain",41.3962,2.15141,night_club,"Sarrià, les Tres Torres i Vallvidrera


","41.3962,2.15141"
2693,160,7641,"Gatsby Barcelona, Carrer de Tuset, Barcelona, Spain",41.3962,2.15141,night_club,"Sarrià, les Tres Torres i Vallvidrera


","41.3962,2.15141"
1663,59,5621,"C/ dels Almogàvers, 122, 08018 Barcelona, Spain",41.3977,2.19111,night_club,"el Parc, la Llacuna i la Vila Olímpica

","41.3977,2.19111"
3812,54,13064,Vegan Junk Food Bar,41.3833,2.1804,restaurant,"Sant Pere, Santa Caterina i la Ribera
","41.3833,2.1804"
3813,54,13064,Vegan Junk Food Bar,41.3833,2.1804,restaurant,"Sant Pere, Santa Caterina i la Ribera
","41.3833,2.1804"
3814,54,13064,Vegan Junk Food Bar,41.3833,2.1804,restaurant,"Sant Pere, Santa Caterina i la Ribera
","41.3833,2.1804"
2858,33,9701,Majide,41.385,2.16756,restaurant,"el Raval
","41.385,2.16756"
2627,118,8880,"Disfrutar, Carrer de Villarroel, Barcelona, Spain",41.3878,2.1532,restaurant,"l'Antiga Esquerra de l'Eixample
","41.3878,2.1532"
1112,54,3792,"Oassis Natural Cooking, Passeig de Gràcia, Barcelona, Spain",41.3902,2.1679,restaurant,"la Dreta de l'Eixample
","41.3902,2.1679"
4449,155,15293,Restaurant Negro Rojo,41.3909,2.1352,restaurant,"les Corts
","41.3909,2.1352"
6783,59,15293,Restaurant Negro Rojo,41.3909,2.1352,restaurant,"les Corts
","41.3909,2.1352"
1723,138,5859,"Carrer de Còrsega, 200, 08036 Barcelona, Spain",41.391,2.15233,restaurant,"l'Antiga Esquerra de l'Eixample
","41.391,2.15233"
1724,138,5859,"Carrer de Còrsega, 200, 08036 Barcelona, Spain",41.391,2.15233,restaurant,"l'Antiga Esquerra de l'Eixample
","41.391,2.15233"
1725,138,5859,"Carrer de Còrsega, 200, 08036 Barcelona, Spain",41.391,2.15233,restaurant,"l'Antiga Esquerra de l'Eixample
","41.391,2.15233"
1726,138,5859,"Carrer de Còrsega, 200, 08036 Barcelona, Spain",41.391,2.15233,restaurant,"l'Antiga Esquerra de l'Eixample
","41.391,2.15233"
1727,138,5859,"Carrer de Còrsega, 200, 08036 Barcelona, Spain",41.391,2.15233,restaurant,"l'Antiga Esquerra de l'Eixample
","41.391,2.15233"
1728,138,5859,"Carrer de Còrsega, 200, 08036 Barcelona, Spain",41.391,2.15233,restaurant,"l'Antiga Esquerra de l'Eixample
","41.391,2.15233"
1729,138,5859,"Carrer de Còrsega, 200, 08036 Barcelona, Spain",41.391,2.15233,restaurant,"l'Antiga Esquerra de l'Eixample
","41.391,2.15233"
1732,138,5859,"Carrer de Còrsega, 200, 08036 Barcelona, Spain",41.391,2.15233,restaurant,"l'Antiga Esquerra de l'Eixample
","41.391,2.15233"
1733,138,5859,"Carrer de Còrsega, 200, 08036 Barcelona, Spain",41.391,2.15233,restaurant,"l'Antiga Esquerra de l'Eixample
","41.391,2.15233"
1737,138,5859,"Carrer de Còrsega, 200, 08036 Barcelona, Spain",41.391,2.15233,restaurant,"l'Antiga Esquerra de l'Eixample
","41.391,2.15233"
1738,138,5859,"Carrer de Còrsega, 200, 08036 Barcelona, Spain",41.391,2.15233,restaurant,"l'Antiga Esquerra de l'Eixample
","41.391,2.15233"
1739,138,5859,"Carrer de Còrsega, 200, 08036 Barcelona, Spain",41.391,2.15233,restaurant,"l'Antiga Esquerra de l'Eixample
","41.391,2.15233"
1774,138,5859,"Carrer de Còrsega, 200, 08036 Barcelona, Spain",41.391,2.15233,restaurant,"l'Antiga Esquerra de l'Eixample
","41.391,2.15233"
2412,160,8259,"Restaurant Salvaje, Carrer d'Enric Granados, Barcelona, Spain",41.393,2.15592,restaurant,"l'Antiga Esquerra de l'Eixample
","41.393,2.15592"
2413,160,8260,"Restaurant Salvaje, Carrer d'Enric Granados, Barcelona, Spain",41.393,2.15592,restaurant,"l'Antiga Esquerra de l'Eixample
","41.393,2.15592"
4605,61,15770,Hotpot de Sichuan,41.3941,2.1752,restaurant,"la Dreta de l'Eixample
","41.3941,2.1752"
6975,279,23745,Kook,41.398,2.17102,restaurant,"la Dreta de l'Eixample
","41.398,2.17102"
3638,54,12437,LA BURRATA,41.4009,2.1477,restaurant,"Sarrià, les Tres Torres i Vallvidrera


","41.4009,2.1477"
3639,54,12437,LA BURRATA,41.4009,2.1477,restaurant,"Sarrià, les Tres Torres i Vallvidrera


","41.4009,2.1477"
3640,54,12437,LA BURRATA,41.4009,2.1477,restaurant,"Sarrià, les Tres Torres i Vallvidrera


","41.4009,2.1477"
3641,54,12437,LA BURRATA,41.4009,2.1477,restaurant,"Sarrià, les Tres Torres i Vallvidrera


","41.4009,2.1477"
3642,54,12437,LA BURRATA,41.4009,2.1477,restaurant,"Sarrià, les Tres Torres i Vallvidrera


","41.4009,2.1477"
4983,349,17047,Peix Vela,41.3691,2.19046,restaurant,la Barceloneta,"41.3691,2.19046"
5761,85,19522,Terraza Martínez,41.3696,2.17246,restaurant,"el Poble Sec i Montjuïc

","41.3696,2.17246"
1997,173,6754,"Rambla del Raval, 2, 08001 Barcelona, Spain",41.3794,2.16798,restaurant,"el Raval
","41.3794,2.16798"
2003,173,6754,"Rambla del Raval, 2, 08001 Barcelona, Spain",41.3794,2.16798,restaurant,"el Raval
","41.3794,2.16798"
2009,173,6754,"Rambla del Raval, 2, 08001 Barcelona, Spain",41.3794,2.16798,restaurant,"el Raval
","41.3794,2.16798"
2019,173,6754,"Rambla del Raval, 2, 08001 Barcelona, Spain",41.3794,2.16798,restaurant,"el Raval
","41.3794,2.16798"
3504,81,6754,"Rambla del Raval, 2, 08001 Barcelona, Spain",41.3794,2.16798,restaurant,"el Raval
","41.3794,2.16798"
3505,81,6754,"Rambla del Raval, 2, 08001 Barcelona, Spain",41.3794,2.16798,restaurant,"el Raval
","41.3794,2.16798"
3506,81,6754,"Rambla del Raval, 2, 08001 Barcelona, Spain",41.3794,2.16798,restaurant,"el Raval
","41.3794,2.16798"
3508,81,6754,"Rambla del Raval, 2, 08001 Barcelona, Spain",41.3794,2.16798,restaurant,"el Raval
","41.3794,2.16798"
4528,81,6754,"Rambla del Raval, 2, 08001 Barcelona, Spain",41.3794,2.16798,restaurant,"el Raval
","41.3794,2.16798"
6955,282,23686,Grasshopper Ramen Bar,41.3851,2.17927,restaurant,"Sant Pere, Santa Caterina i la Ribera
","41.3851,2.17927"
7653,1428,25603,La Plassohla restaurant,41.3869,2.17426,restaurant,"el Barri Gòtic
","41.3869,2.17426"
7656,1428,25603,La Plassohla restaurant,41.3869,2.17426,restaurant,"el Barri Gòtic
","41.3869,2.17426"
7657,1428,25603,La Plassohla restaurant,41.3869,2.17426,restaurant,"el Barri Gòtic
","41.3869,2.17426"
7475,255,25070,Billy Brunch & Garden,41.3871,2.15924,restaurant,"l'Antiga Esquerra de l'Eixample
","41.3871,2.15924"
1425,54,4955,"Carrer d'Aribau, 39, 08011 Barcelona, Spain",41.3877,2.16009,restaurant,"l'Antiga Esquerra de l'Eixample
","41.3877,2.16009"
1426,54,4955,"Carrer d'Aribau, 39, 08011 Barcelona, Spain",41.3877,2.16009,restaurant,"l'Antiga Esquerra de l'Eixample
","41.3877,2.16009"
1427,54,4955,"Carrer d'Aribau, 39, 08011 Barcelona, Spain",41.3877,2.16009,restaurant,"l'Antiga Esquerra de l'Eixample
","41.3877,2.16009"
1428,54,4955,"Carrer d'Aribau, 39, 08011 Barcelona, Spain",41.3877,2.16009,restaurant,"l'Antiga Esquerra de l'Eixample
","41.3877,2.16009"
1429,115,4955,"Carrer d'Aribau, 39, 08011 Barcelona, Spain",41.3877,2.16009,restaurant,"l'Antiga Esquerra de l'Eixample
","41.3877,2.16009"
1430,115,4955,"Carrer d'Aribau, 39, 08011 Barcelona, Spain",41.3877,2.16009,restaurant,"l'Antiga Esquerra de l'Eixample
","41.3877,2.16009"
7805,1978,26030,Restaurant Belbo Dos Besos,41.3881,2.16717,restaurant,"la Dreta de l'Eixample
","41.3881,2.16717"
1189,108,3996,"C. del Consell de Cent, 303, 08007 Barcelona, Spain",41.3888,2.16246,restaurant,"l'Antiga Esquerra de l'Eixample
","41.3888,2.16246"
2584,138,8730,"Carrer del Dr. Ferran, 23, 08034 Barcelona, Spain",41.3895,2.12437,restaurant,Pedralbes,"41.3895,2.12437"
2585,138,8730,"Carrer del Dr. Ferran, 23, 08034 Barcelona, Spain",41.3895,2.12437,restaurant,Pedralbes,"41.3895,2.12437"
2586,138,8730,"Carrer del Dr. Ferran, 23, 08034 Barcelona, Spain",41.3895,2.12437,restaurant,Pedralbes,"41.3895,2.12437"
2587,138,8730,"Carrer del Dr. Ferran, 23, 08034 Barcelona, Spain",41.3895,2.12437,restaurant,Pedralbes,"41.3895,2.12437"
2588,138,8730,"Carrer del Dr. Ferran, 23, 08034 Barcelona, Spain",41.3895,2.12437,restaurant,Pedralbes,"41.3895,2.12437"
2589,138,8730,"Carrer del Dr. Ferran, 23, 08034 Barcelona, Spain",41.3895,2.12437,restaurant,Pedralbes,"41.3895,2.12437"
2590,138,8730,"Carrer del Dr. Ferran, 23, 08034 Barcelona, Spain",41.3895,2.12437,restaurant,Pedralbes,"41.3895,2.12437"
2591,138,8730,"Carrer del Dr. Ferran, 23, 08034 Barcelona, Spain",41.3895,2.12437,restaurant,Pedralbes,"41.3895,2.12437"
2592,138,8730,"Carrer del Dr. Ferran, 23, 08034 Barcelona, Spain",41.3895,2.12437,restaurant,Pedralbes,"41.3895,2.12437"
2593,138,8730,"Carrer del Dr. Ferran, 23, 08034 Barcelona, Spain",41.3895,2.12437,restaurant,Pedralbes,"41.3895,2.12437"
2594,138,8730,"Carrer del Dr. Ferran, 23, 08034 Barcelona, Spain",41.3895,2.12437,restaurant,Pedralbes,"41.3895,2.12437"
3921,255,13492,AH-UN Japanese Yakiniku & Sushi Restaurant,41.3895,2.16222,restaurant,"l'Antiga Esquerra de l'Eixample
","41.3895,2.16222"
1821,60,6119,"65 Degrees Barcelona, Carrer del Davant del Portal Nou, Barcelona, Spain",41.3898,2.18058,restaurant,"Sant Pere, Santa Caterina i la Ribera
","41.3898,2.18058"
1104,54,3242,"El Nacional, Passeig de Gràcia, Barcelona, Spain",41.3906,2.16839,restaurant,"la Dreta de l'Eixample
","41.3906,2.16839"
1107,54,3242,"El Nacional, Passeig de Gràcia, Barcelona, Spain",41.3906,2.16839,restaurant,"la Dreta de l'Eixample
","41.3906,2.16839"
7595,314,25439,China Crown,41.3909,2.17308,restaurant,"la Dreta de l'Eixample
","41.3909,2.17308"
4270,59,14725,Casa Carmen Illa,41.3911,2.13589,restaurant,"les Corts
","41.3911,2.13589"
6076,61,20700,El Mexicà de Barcelona,41.3911,2.14882,restaurant,"l'Antiga Esquerra de l'Eixample
","41.3911,2.14882"
6077,61,20700,El Mexicà de Barcelona,41.3911,2.14882,restaurant,"l'Antiga Esquerra de l'Eixample
","41.3911,2.14882"
1101,54,3782,"Pg. de Gràcia, 41, 08007 Barcelona, Spain",41.3914,2.16486,restaurant,"la Dreta de l'Eixample
","41.3914,2.16486"
1103,54,3782,"Pg. de Gràcia, 41, 08007 Barcelona, Spain",41.3914,2.16486,restaurant,"la Dreta de l'Eixample
","41.3914,2.16486"
7260,1776,3782,"Pg. de Gràcia, 41, 08007 Barcelona, Spain",41.3914,2.16486,restaurant,"la Dreta de l'Eixample
","41.3914,2.16486"
1664,59,5626,"Carrer del Dr. Fleming, 11, 08017 Barcelona, Spain",41.3927,2.13522,restaurant,Sarrià i les Tres Torres,"41.3927,2.13522"
5225,312,5626,"Carrer del Dr. Fleming, 11, 08017 Barcelona, Spain",41.3927,2.13522,restaurant,Sarrià i les Tres Torres,"41.3927,2.13522"
5570,85,18872,Xiringuito Escribà,41.3935,2.20536,restaurant,"el Poblenou i Diagonal Mar

","41.3935,2.20536"
5448,31,18470,Ceviche 103,41.3936,2.15064,restaurant,"l'Antiga Esquerra de l'Eixample
","41.3936,2.15064"
5449,31,18470,Ceviche 103,41.3936,2.15064,restaurant,"l'Antiga Esquerra de l'Eixample
","41.3936,2.15064"
5450,31,18470,Ceviche 103,41.3936,2.15064,restaurant,"l'Antiga Esquerra de l'Eixample
","41.3936,2.15064"
5451,31,18470,Ceviche 103,41.3936,2.15064,restaurant,"l'Antiga Esquerra de l'Eixample
","41.3936,2.15064"
1152,54,3817,"Spicy Soul Hot Pot, Carrer de Girona, Barcelona, Spain",41.3936,2.17255,restaurant,"la Dreta de l'Eixample
","41.3936,2.17255"
1153,54,3816,"Spicy Soul Hot Pot, Carrer de Girona, Barcelona, Spain",41.3936,2.17255,restaurant,"la Dreta de l'Eixample
","41.3936,2.17255"
1154,54,3816,"Spicy Soul Hot Pot, Carrer de Girona, Barcelona, Spain",41.3936,2.17255,restaurant,"la Dreta de l'Eixample
","41.3936,2.17255"
4735,54,3816,"Spicy Soul Hot Pot, Carrer de Girona, Barcelona, Spain",41.3936,2.17255,restaurant,"la Dreta de l'Eixample
","41.3936,2.17255"
4736,54,3816,"Spicy Soul Hot Pot, Carrer de Girona, Barcelona, Spain",41.3936,2.17255,restaurant,"la Dreta de l'Eixample
","41.3936,2.17255"
4738,54,3816,"Spicy Soul Hot Pot, Carrer de Girona, Barcelona, Spain",41.3936,2.17255,restaurant,"la Dreta de l'Eixample
","41.3936,2.17255"
4739,54,3816,"Spicy Soul Hot Pot, Carrer de Girona, Barcelona, Spain",41.3936,2.17255,restaurant,"la Dreta de l'Eixample
","41.3936,2.17255"
4740,54,3816,"Spicy Soul Hot Pot, Carrer de Girona, Barcelona, Spain",41.3936,2.17255,restaurant,"la Dreta de l'Eixample
","41.3936,2.17255"
5745,85,12065,Fucsia,41.3956,2.14352,restaurant,"Sarrià, les Tres Torres i Vallvidrera


","41.3956,2.14352"
5753,85,12065,Fucsia,41.3956,2.14352,restaurant,"Sarrià, les Tres Torres i Vallvidrera


","41.3956,2.14352"
5754,85,12065,Fucsia,41.3956,2.14352,restaurant,"Sarrià, les Tres Torres i Vallvidrera


","41.3956,2.14352"
4426,31,15252,Fan Dim Sum,41.3956,2.14375,restaurant,"Sarrià, les Tres Torres i Vallvidrera


","41.3956,2.14375"
4427,31,15253,Fan Dim Sum,41.3956,2.14375,restaurant,"Sarrià, les Tres Torres i Vallvidrera


","41.3956,2.14375"
5614,85,15252,Fan Dim Sum,41.3956,2.14375,restaurant,"Sarrià, les Tres Torres i Vallvidrera


","41.3956,2.14375"
5615,85,15252,Fan Dim Sum,41.3956,2.14375,restaurant,"Sarrià, les Tres Torres i Vallvidrera


","41.3956,2.14375"
2014,59,6804,"Fishpac, Carrer de Laforja, Barcelona, Spain",41.3958,2.14428,restaurant,"Sarrià, les Tres Torres i Vallvidrera


","41.3958,2.14428"
2015,59,6805,"Fishpac, Carrer de Laforja, Barcelona, Spain",41.3958,2.14428,restaurant,"Sarrià, les Tres Torres i Vallvidrera


","41.3958,2.14428"