destination_citivatis_id,civitatis_name,final_name,english_name,city_id
1944,Trakai,Trakai,Trakai,46
1956,Koh Chang,Ko Chang,Ko Chang,1200635
1963,Reims,Reims,Reims,218
1990,Ko Pha Ngan,Ko Pha-ngan,Ko Pha-ngan,391
1996,Lille,Lille,Lille,1200129
1999,Rabat,Rabat,Rabat,120
2002,Chefchaouen,Chefchaouen,Chefchaouen,1036
2005,Podgorica,Podgorica,Podgorica,934
2008,Aix-en-Provence,Aix-en-Provence,Aix-en-Provence,222
2017,Lorca,Lorca,Lorca,100151
2038,Ensenada,Ensenada,Ensenada,1200604
2042,Labuan Bajo,Labuan Bajo,Labuan Bajo,428
2092,Huacachina,Huacachina,Huacachina,823
2104,Koh Kut,Ko Kut,Ko Kut,387
2107,Font-Rubí,Font-rubí,Font-rubí,1001
2122,Vejer de la Frontera,Vejer de la Frontera,Vejer de la Frontera,300060
2131,Ensenada,Ensenada,Ensenada,1200604
2152,Soria,Soria,Soria,1200667
2158,Bocas del Toro,Bocas del Toro,Bocas del Toro,1200525
2215,Kotor,Kotor,Kotor,927
2218,Cobh,Cobh,Cobh,1200081
2221,Yangshuo,Yangshuo,Yangshuo,600016
2224,Chambord,Chambord,Chambord,912
2233,Monteverde,Monteverde,Monteverde,1200685
2257,Jaca,Jaca,Jaca,10
2290,Volendam,Volendam,Volendam,100033
2293,Marken,Marken,Marken,100028
2339,Perth,Perth,Perth,1159
2348,Auckland,Auckland City,Auckland City,690
2411,Mdina,Mdina,Mdina,118
2444,Stirling,Stirling,Stirling,1162
2453,Milos,Milos,Milos,1200193
2497,Odessa,Odessa,Odessa,72
2503,Lviv,Lviv,Lviv,69
2506,Mostar,Mostar,Mostar,1200642
2536,Cairns,Cairns,Cairns,1200072
2539,Aachen,Aachen,Aachen,100110
2587,Les Escaldes,Les Escaldes,Les Escaldes,926
2617,L'Estartit,Torroella de Montgrí,Torroella de Montgrí,1200488
2638,Wellington,Wellington,Wellington,693
2654,Rennes,Rennes,Rennes,904
2660,Essaouira,Essaouira,Essaouira,900006
2678,Lisse,Lisse,Lisse,759
2702,Elvas,Elvas,Elvas,1200550
2723,Zaandam,Zaandam,Zaandam,1200343
2725,Huesca,Huesca,Huesca,8
2737,Serradilla,Serradilla,Serradilla,1135
2741,Ceuta,Ceuta,Ceuta,295
2741,Ceuta,Ceuta,Ceuta,1200011
2752,Bamberg,Bamberg,Bamberg,228
2764,Himeji,Himeji,Himeji,1041
2766,Kanazawa,Kanazawa,Kanazawa,600005
2781,Budva,Budva,Budva,928
2785,Cefalù,Cefalù,Cefalù,1200523
2787,Canterbury,Canterbury,Canterbury,100023
2788,Minsk,Minsk,Minsk,237
2794,Quebec,Québec,Québec,300073
2799,Bernal,Bernal,Bernal,850
2804,Comillas,Comillas,Comillas,568
2807,Monterosso,Monterosso al Mare,Monterosso al Mare,1200274
2819,Foz,Foz,Foz,1200696
2822,Yerevan,Yerevan,Yerevan,485
2827,Jaén,Jaén,Jaén,511
2829,Versailles,Versailles,Versailles,917
2833,Chihuahua,Chihuahua,Chihuahua,876
2852,Urubamba,Urubamba,Urubamba,818
2857,Cadaqués,Cadaqués,Cadaqués,1200349
2859,Riells del Fai,Riells del Fai,Riells del Fai,300085
2863,Ardales,Ardales,Ardales,630
2867,Toruń,Toruń,Toruń,61
2868,Albi,Albi,Albi,914
2874,Huraa,Huraa,Huraa,437
2882,Kilkenny,Kilkenny,Kilkenny,1318
2885,Dhiffushi,Dhiffushi,Dhiffushi,435
2892,Quetzaltenango,Quezaltenango,Quezaltenango,337
2904,Puerto Galera,Puerto Galera,Puerto Galera,600014
2921,Sirmione,Sirmione,Sirmione,900
2923,Jarabacoa,Jarabacoa,Jarabacoa,300021
2924,Ostuni,Ostuni,Ostuni,1200351
2934,Korčula,Korčula,Korčula,100007
2940,Amarante,Amarante,Amarante,100072
2942,Mazatlán,Mazatlán,Mazatlán,831
2950,Castellón de la Plana,Castelló de la Plana,Castelló de la Plana,574
2952,Sesimbra,Sesimbra,Sesimbra,1275
2971,Somo,Somo,Somo,1200720
2972,Benicassim,Benicàssim,Benicàssim,557
2978,Sagres,Sagres,Sagres,100079
2979,Aínsa,Aínsa,Aínsa,12
2999,Lagoa,Lagoa,Lagoa,1200725
3004,Guadalajara,Guadalajara,Guadalajara,100140
3008,São Jorge,São Jorge,São Jorge,1200093
3013,Koblenz,Koblenz,Koblenz,230
3016,Ribadelago Nuevo,Ribadelago Nuevo,Ribadelago Nuevo,1373
3022,Dijon,Dijon,Dijon,910
3025,Besalú,Besalú,Besalú,623
3027,Figueras,Figueres,Figueres,1200234
3038,Salento,Salento,Salento,1255
3048,Villa La Angostura,Villa La Angostura,Villa La Angostura,1200228
3058,Combarro,Combarro,Combarro,1200726
3064,San Luis,San Luis,San Luis,854
3074,Celorio,Celorio,Celorio,1015
3075,Playa de Aro,Platja d'Aro,Platja d'Aro,1000
3079,Castelldefels,Castelldefels,Castelldefels,1200051
3088,Níjar,Níjar,Níjar,289
3098,Nigrán,Nigrán,Nigrán,1010
3101,Cudillero,Cudillero,Cudillero,1200256
3102,Lastres,Lastres,Lastres,1393
3103,Luarca,Luarca,Luarca,1200567
3110,Covarrubias,Covarrubias,Covarrubias,1200250
3113,Zahara de la Sierra,Zahara de la Sierra,Zahara de la Sierra,625
3120,Morella,Morella,Morella,613
3125,Beget,Beget,Beget,1200405
3126,Pals,Pals,Pals,1200262
3134,Alquézar,Alquézar,Alquézar,1200342
3150,El Burgo de Osma,Burgo de Osma,Burgo de Osma,1200666
3157,Puebla de Sanabria,Puebla de Sanabria,Puebla de Sanabria,1200718
3158,Miravet,Miravet,Miravet,300080
3169,Daimiel,Daimiel,Daimiel,608
3201,El Palmar de Vejer,El Palmar de Vejer,El Palmar de Vejer,555
3203,Palomino,Palomino,Palomino,1253
3217,Mar del Plata,Mar del Plata,Mar del Plata,100122
3219,Maafushi,Maafushi,Maafushi,60153
3224,Santander,Santander,Santander,20
3240,Kutna Hora,Kutna Hora,Kutna Hora,100057
3241,Karlovy Vary,Karlovy Vary,Karlovy Vary,100056
3250,Stepantsminda,Stepantsminda,Stepantsminda,1233
3270,Byron Bay,Byron Bay,Byron Bay,1200002
3271,Wanaka,Wanaka,Wanaka,700
3274,Riviera Nayarit,Riviera Nayarit,Riviera Nayarit,1109
3276,Guardalavaca,Guardalavaca,Guardalavaca,300025
3279,Morelia,Morelia,Morelia,100143
3280,Whistler,Whistler,Whistler,1200230
3281,Tampa,Tampa,Tampa,1200024
3301,Rethymno,Rethymno,Rethymno,783
3312,Addu,Addu,Addu,60154
3326,Espot,Espot,Espot,1200054
3340,Killarney,Killarney,Killarney,1310
3352,Zakopane,Zakopane,Zakopane,1028
3373,Holbox,Holbox,Holbox,832
3377,Capri,Capri,Capri,100049
3390,Asheville,Asheville,Asheville,100111
3396,Edam,Edam,Edam,100032
3405,Hospitalet de Llobregat,L'Hospitalet de Llobregat,L'Hospitalet de Llobregat,1200687
3406,Badalona,Badalona,Badalona,564
3411,Leganés,Leganés,Leganés,1200622
3414,Dos Hermanas,Dos Hermanas,Dos Hermanas,100152
3415,Torrejón de Ardoz,Torrejón de Ardoz,Torrejón de Ardoz,1200215
3417,Mataró,Mataró,Mataró,996
3421,Quintanilla del Agua,Quintanilla del Agua,Quintanilla del Agua,1200249
3425,Ceský Krumlov,Český Krumlov,Český Krumlov,100055
3448,Puerto de la Selva,El Port de la Selva,El Port de la Selva,558
3449,Begur,Begur,Begur,300087
3451,Palafrugell,Palafrugell,Palafrugell,1240
3452,Palamós,Palamós,Palamós,640
3453,Banyoles,Banyoles,Banyoles,1012
3454,Empuriabrava,Empuriabrava,Empuriabrava,1147
3455,Sant Pere Pescador,Sant Pere Pescador,Sant Pere Pescador,1200694
3456,Sant Martí d'Empúries,Sant Martí d'Empúries,Sant Martí d'Empúries,1200741
3458,Torroella de Montgrí,Torroella de Montgrí,Torroella de Montgrí,1200488
3461,Ancud,Ancud,Ancud,1200649
3467,Talavera de la Reina,Talavera de la Reina,Talavera de la Reina,1200048
3468,Cornellá de Llobregat,Cornellà de Llobregat,Cornellà de Llobregat,300036
3469,San Cugat del Vallés,Sant Cugat del Vallès,Sant Cugat del Vallès,1200121
3472,Sant Boi de Llobregat,Sant Boi de Llobregat,Sant Boi de Llobregat,300051
3483,Villanueva y Geltrú,Vilanova i la Geltrú,Vilanova i la Geltrú,1200007
3486,El Prat de Llobregat,El Prat de Llobregat,El Prat de Llobregat,1200283
3495,Mollet del Vallés,Mollet del Vallès,Mollet del Vallès,1200210
3509,Espluges de Llobregat,Esplugues de Llobregat,Esplugues de Llobregat,1200755
3514,Sant Feliú de Llobregat,Sant Feliu de Llobregat,Sant Feliu de Llobregat,1200626
3516,Mairena del Aljarafe,Mairena del Aljarafe,Mairena del Aljarafe,100104
3523,Trancoso,Trancoso,Trancoso,1244
3528,Perpignan,Perpignan,Perpignan,1200173
3531,Torla-Ordesa,Torla-Ordesa,Torla-Ordesa,592
3535,Bagergue,Bagergue,Bagergue,617
3541,Igualada,Igualada,Igualada,569
3548,Alhaurín de la Torre,Alhaurín de la Torre,Alhaurín de la Torre,575
3562,Olot,Olot,Olot,1200530
3593,Premiá de Mar,Premià de Mar,Premià de Mar,1017
3600,Lepe,Lepe,Lepe,1404
3638,Tampere,Tampere,Tampere,50
3644,Perito Moreno,Perito Moreno Glacier,Perito Moreno Glacier,1062
3657,Frutillar,Frutillar,Frutillar,685
3658,Iquique,Iquique,Iquique,671
3659,Copiapó,Copiapó,Copiapó,1200021
3660,Coyhaique,Coyhaique,Coyhaique,1200391
3664,Olkhon Island,Olkhon Island,Olkhon Island,1149
3680,Queralbs,Queralbs,Queralbs,1200207
3681,Novosibirsk,Novosibirsk,Novosibirsk,100092
3687,Rebollar,Rebollar,Rebollar,1136
3691,Cabezuela del Valle,Cabezuela del Valle,Cabezuela del Valle,1200239
3693,S'Agaró,S'Agaró,S'Agaró,1004
3696,San Pedro Tlaquepaque,San Pedro Tlaquepaque,San Pedro Tlaquepaque,1200540
3697,Vinuesa,Vinuesa,Vinuesa,601
3699,Astún,Astún,Astún,1200261
3701,Canillo,Canillo,Canillo,1200277
3702,Encamp,Encamp,Encamp,918
3703,Ordino,Ordino,Ordino,100052
3704,La Massana,La Massana,La Massana,921
3705,Andorra la Vella,Andorra la Vella,Andorra la Vella,100051
3706,San Julià de Loria,Sant Julià de Lòria,Sant Julià de Lòria,1096
3708,Ullastret,Ullastret,Ullastret,1398
3745,Porto de Galinhas,Porto de Galinhas,Porto de Galinhas,1118
3748,Jyväskylä,Jyväskylä,Jyväskylä,1200477
3754,Boltaña,Boltaña,Boltaña,549
3758,San Carlos de la Rápita,Sant Carles de la Ràpita,Sant Carles de la Ràpita,1008
3765,Gustavia,Gustavia,Gustavia,287
3774,Arenas de San Pedro,Arenas de San Pedro,Arenas de San Pedro,594
3783,Cercedilla,Cercedilla,Cercedilla,1269
3793,Delphi,Delphi,Delphi,100062
3797,Torres del Paine,Torres del Paine,Torres del Paine,1200395
3800,La Vega,La Vega,La Vega,1200748
3801,Comitán de Domínguez,Comitán de Domínguez,Comitán de Domínguez,875
3804,Escaladei,Escaladei,Escaladei,506
3814,Grindelwald ,Grindelwald,Grindelwald,300031
3815,Santo Domingo de Silos,Santo Domingo de Silos,Santo Domingo de Silos,1200251
3821,Trinidad,Trinidad,Trinidad,300024
3831,Mompox,Mompox,Mompox,100129
3846,Bern,Bern,Bern,100035
3852,Antofagasta ,Antofagasta,Antofagasta,684
3869,Barbastro,Barbastro,Barbastro,1331
3872,Futaleufú,Futaleufú,Futaleufú,1200380
3873,Arica,Arica,Arica,672
3883,Figueira da Foz,Figueira da Foz,Figueira da Foz,1200266
3886,Aguascalientes ,Aguascalientes,Aguascalientes,881
3893,Ras al-Khaimah,Ras al-Jaima,Ras al-Jaima,1197
3898,Kiruna,Kiruna,Kiruna,980
3900,Vila Real de Santo António,Vila Real de Santo António,Vila Real de Santo António,1200723
3910,Valdivia,Valdivia,Valdivia,1200365
3911,Porto Santo Stefano,Porto Santo Stefano,Porto Santo Stefano,1200690
3915,Saint Andrews,St. Andrew,St. Andrew,202
3942,Pirque,Pirque,Pirque,1200376
3945,Colunga,Colunga,Colunga,1392
3950,San Agustín,San Agustín,San Agustín,1200557
3953,Ilhabela,Ilhabela,Ilhabela,972
3963,Montreux,Montreux,Montreux,100149
3971,Basel,Basel,Basel,300042
3990,Klosterneuburg,Klosterneuburg,Klosterneuburg,1088
3996,Piedralaves,Piedralaves,Piedralaves,629
3999,Otavalo ,Otavalo,Otavalo,666
4007,Seyðisfjörður,Seyðisfjörður,Seyðisfjörður,100002
4024,Vevey ,Vevey,Vevey,1200634
4025,Malang,Malang,Malang,1200656
4035,Puerto Tranquilo,Puerto Río Tranquilo,Puerto Río Tranquilo,1200390
4037,Fribourg,Fribourg,Fribourg,300050
4049,Toluca,Toluca de Lerdo,Toluca de Lerdo,873
4059,Chile Chico,Chile Chico,Chile Chico,1200479
4060,Puerto Williams,Puerto Williams,Puerto Williams,682
4080,Chetumal ,Chetumal,Chetumal,1200077
4091,Punta Hermosa,Punta Hermosa,Punta Hermosa,1200616
4095,Salt Lake City,Salt Lake City,Salt Lake City,1200103
4101,Charleston ,Charleston,Charleston,937
4109,Santa Cruz,Santa Cruz,Santa Cruz,279
4113,Binibeca,Binibeca,Binibeca,600
4115,Cala en Porter,Cala en Porter,Cala en Porter,598
4116,Cala Galdana,Cala Galdana,Cala Galdana,1142
4118,Ciudadela,Ciutadella,Ciutadella,300078
4120,Es Mercadal,Es Mercadal,Es Mercadal,633
4121,Ferrerías,Ferreries,Ferreries,1018
4122,Fornells,Fornells,Fornells,1167
4123,Mahón,Maó,Maó,513
4140,San Ġwann,San Ġwann,San Ġwann,97
4142,Castellammare del Golfo,Castellammare del Golfo,Castellammare del Golfo,897
4159,Portinatx,Portinatx,Portinatx,1221
4163,San Jorge de ses Salines,Sant Jordi de ses Salines,Sant Jordi de ses Salines,767
4165,Ibiza Town,Ibiza City,Ibiza City,1200110
4167,Alcudia,Alcúdia,Alcúdia,509
4169,Sóller,Sóller,Sóller,1200474
4174,Santa Ponsa,Santa Ponsa,Santa Ponsa,1200416
4181,San Agustín,San Agustín,San Agustín,1200557
4199,Los Angeles,Los Angeles,Los Angeles,300002
4206,Vers-Pont-du-Gard,Vers-Pont-du-Gard,Vers-Pont-du-Gard,1023
4207,Hyères ,Hyères,Hyères,1200136
4208,Sliema,Sliema,Sliema,99
4211,San Julián,Saint Julian,Saint Julian,96
4212,Gżira,Gżira,Gżira,90
4215,Ta' Xbiex,Ta' Xbiex,Ta' Xbiex,101
4218,Playa del Carmen,Playa del Carmen,Playa del Carmen,836
4220,Puerto Aventuras,Puerto Aventuras,Puerto Aventuras,847
4221,Akumal,Akumal,Akumal,845
4222,Tulum,Tulum,Tulum,100138
4224,Rosarito,Rosarito,Rosarito,1200151
4227,Costa Adeje,Costa Adeje,Costa Adeje,1200144
4228,Puerto de la Cruz,Puerto de la Cruz,Puerto de la Cruz,745
4229,Las Cañadas del Teide ,Las Cañadas del Teide,Las Cañadas del Teide,643
4230,Los Cristianos,Los Cristianos,Los Cristianos,1200143
4232,Buenavista del Norte,Buenavista del Norte,Buenavista del Norte,751
4235,Garachico,Garachico,Garachico,740
4236,Icod de los Vinos,Icod de los Vinos,Icod de los Vinos,741
4237,La Orotava,La Orotava,La Orotava,746
4239,San Andrés,San Andrés,San Andrés,1200025
4240,Santa Cruz de Tenerife,Santa Cruz de Tenerife,Santa Cruz de Tenerife,754
4242,Candelaria,Candelaria,Candelaria,753
4247,Playa de las Américas,Playa de las Américas,Playa de las Américas,1200444
4249,Adeje,Adeje,Adeje,993
4250,Santiago del Teide,Santiago del Teide,Santiago del Teide,750
4253,Arona,Arona,Arona,742
4260,Banjul ,Banjul,Banjul,1336
4262,Los Gigantes,Los Gigantes,Los Gigantes,1200145
4266,Agaete,Agaete,Agaete,591
4267,Las Palmas de Gran Canaria,Las Palmas de Gran Canaria,Las Palmas de Gran Canaria,300079
4269,Tejeda,Tejeda,Tejeda,551
4270,Agüimes,Agüimes,Agüimes,1414
4271,Maspalomas,Maspalomas,Maspalomas,533
4272,Mogán,Mogán,Mogán,1400
4287,Hornopiren ,Hornopirén,Hornopirén,1200381
4305,Ölüdeniz,Ölüdeniz,Ölüdeniz,1200713
4310,Belo Horizonte,Belo Horizonte,Belo Horizonte,100115
4324,Playa Blanca,Playa Blanca,Playa Blanca,1200263
4330,Yaiza,Yaiza,Yaiza,585
4337,Santa Cruz de La Palma,Santa Cruz de la Palma,Santa Cruz de la Palma,997
4341,El Paso,El Paso,El Paso,748
4359,Kaunas ,Kaunas,Kaunas,45
4396,Río Negro,Río Negro,Río Negro,689
4402,Maipú ,Maipú,Maipú,1200301
4418,Page,Page,Page,939
4443,Mellieħa,Mellieħa,Mellieħa,138
4456,Ponta Delgada,Ponta Delgada,Ponta Delgada,304
4470,Ribes de Freser,Ribes de Freser,Ribes de Freser,631
4475,Ceglie Messapica,Ceglie Messapica,Ceglie Messapica,1200394
4478,San Marino,San Marino City,San Marino City,241
4480,Ponta do Sol,Ponta do Sol,Ponta do Sol,974
4481,Santa Cruz,Santa Cruz,Santa Cruz,279
4483,Machico,Machico,Machico,1200092
4484,Santana,Santana,Santana,976
4485,Caniçal,Caniçal,Caniçal,973
4487,São Vicente,São Vicente,São Vicente,1200088
4488,Porto da Cruz,Porto da Cruz,Porto da Cruz,1200095
4494,Curitiba ,Curitiba,Curitiba,1200356
4498,Barú ,Barú,Barú,1200023
4501,Poblenou del Delta,Poblenou del Delta,Poblenou del Delta,1296
4503,Enna,Enna,Enna,1200275
4518,Pamukkale,Pamukkale,Pamukkale,600010
4525,Damajagua ,Damajagua,Damajagua,1194
4528,Palm Springs,Palm Springs,Palm Springs,1200442
4530,Plettenberg Bay,Plettenberg Bay,Plettenberg Bay,503
4533,Granadilla,Granadilla,Granadilla,743
4540,Pollensa ,Pollença,Pollença,1250
4571,Ollantaytambo,Ollantaytambo,Ollantaytambo,1200271
4572,Yucay,Yucay,Yucay,814
4577,Arraial do Cabo,Arraial do Cabo,Arraial do Cabo,1200743
4582,Pasajes,Pasajes,Pasajes,609
4591,Ihéus,Ilhéus,Ilhéus,300053
4600,Isla Mujeres,Isla Mujeres,Isla Mujeres,300009
4602,São Sebastião,São Sebastião,São Sebastião,1334
4612,Waimanalo,Waimanalo,Waimanalo,732
4622,Wadi Rum,Wadi Rum Village,Wadi Rum Village,300014
4631,Veytaux,Veytaux,Veytaux,300041
4648,Thun,Thun,Thun,1200149
4649,Brienz ,Brienz,Brienz,756
4650,Spiez,Spiez,Spiez,1200455
4672,Ouro Preto,Ouro Preto,Ouro Preto,100113
4714,Manzanillo,Manzanillo,Manzanillo,1200017
4739,Cabezabellosa,Cabezabellosa,Cabezabellosa,622
4744,Te Anau,Te Anau,Te Anau,459
4751,San José de Maipo,San José de Maipo,San José de Maipo,947
4783,Mission Beach,Mission Beach,Mission Beach,803
4789,Amboseli,Amboseli National Park,Amboseli National Park,298
4792,Monsanto,Monsanto,Monsanto,100075
4801,Matosinhos,Matosinhos,Matosinhos,1200253
4811,Neuquén,Neuquén,Neuquén,885
4813,Kaneohe ,Kaneohe,Kaneohe,736
4830,Loreto,Loreto,Loreto,1200080
4838,Cuiabá,Cuiabá,Cuiabá,971
4841,La Roda,La Roda,La Roda,1200018
